Food_Code,Food_Desc
24152220,"Chicken, thigh, roasted, broiled, or baked, skin not eaten"
24153200,"Chicken, thigh, stewed, NS as to skin eaten"
24153210,"Chicken, thigh, stewed, skin eaten"
24153220,"Chicken, thigh, stewed, skin not eaten"
24154200,"Chicken, thigh, fried, no coating, NS as to skin eaten"
24154210,"Chicken, thigh, fried, no coating, skin eaten"
24154220,"Chicken, thigh, fried, no coating, skin not eaten"
24155200,"Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating"
24155210,"Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24155220,"Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eate"
24156200,"Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating"
24156210,"Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24156220,"Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eate"
24156250,"Chicken, thigh, with or without bone, breaded, baked or fried, prepared skinless, coating eaten"
24156260,"Chicken, thigh, with or without bone, breaded, baked or fried, prepared skinless, coating not eaten"
24157200,"Chicken, thigh, coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24157210,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating eaten"
24157220,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten"
24157240,"Chicken, thigh, coated, baked or fried, prepared skinless, NS as to coating eaten"
24157250,"Chicken, thigh, coated, baked or fried, prepared skinless, coating eaten"
24157260,"Chicken, thigh, coated, baked or fried, prepared skinless, coating not eaten"
24158210,"Chicken, thigh, with or without bone, smoked, skin eaten"
24158220,"Chicken, thigh, with or without bone, smoked, skin not eaten"
24160100,"Chicken, wing, NS as to cooking method, NS as to skin eaten"
24160110,"Chicken, wing, NS as to cooking method, skin eaten"
24160120,"Chicken, wing, NS as to cooking method, skin not eaten"
24161100,"Chicken, wing, with or without bone, broiled, NS as to skin eaten"
24161110,"Chicken, wing, with or without bone, broiled, skin eaten"
24161120,"Chicken, wing, with or without bone, broiled, skin not eaten"
24162100,"Chicken, wing, roasted, broiled, or baked, NS as to skin eaten"
24162110,"Chicken, wing, roasted, broiled, or baked, skin eaten"
24162120,"Chicken, wing, roasted, broiled, or baked, skin not eaten"
24163100,"Chicken, wing, stewed, NS as to skin eaten"
24163110,"Chicken, wing, stewed, skin eaten"
24163120,"Chicken, wing, stewed, skin not eaten"
24164100,"Chicken, wing, fried, no coating, NS as to skin eaten"
24164110,"Chicken, wing, fried, no coating, skin eaten"
24164120,"Chicken, wing, fried, no coating, skin not eaten"
24165100,"Chicken, wing, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating"
24165110,"Chicken, wing, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24165120,"Chicken, wing, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24166100,"Chicken, wing, with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating"
24166110,"Chicken, wing, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24166120,"Chicken, wing, with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eaten"
24167100,"Chicken, wing, coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24167110,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten"
24167120,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten"
24170200,"Chicken, back"
24170210,"Chicken, back, with or without bone, NS as to cooking method, skin eaten"
24171210,"Chicken, back, with or without bone, broiled, skin eaten"
24172210,"Chicken, back, with or without bone, roasted, skin eaten"
24172220,"Chicken, back, with or without bone, roasted, skin not eaten"
24173200,"Chicken, back, with or without bone, stewed, NS as to skin eaten"
24173210,"Chicken, back, with or without bone, stewed, skin eaten"
24173220,"Chicken, back, with or without bone, stewed, skin not eaten"
24174200,"Chicken, back, with or without bone, fried, no coating, NS as to skin eaten"
24174210,"Chicken, back, with or without bone, fried, no coating, skin eaten"
24174220,"Chicken, back, with or without bone, fried, no coating, skin not eaten"
24175200,"Chicken, back, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24175210,"Chicken, back, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24175220,"Chicken, back, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24176210,"Chicken, back, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24177210,"Chicken, back, with or without bone, battered, fried, prepared with skin, skin/coating eaten"
24180200,"Chicken, neck or ribs"
24183220,"Chicken, neck or ribs, with or without bone, stewed, skin not eaten"
24184220,"Chicken, neck or ribs, with or without bone, fried, no coating, skin not eaten"
24185220,"Chicken, neck or ribs, with or without bone, floured, baked or fried, prepared with skin, skin/coating n"
24198440,Chicken skin
24198500,Chicken feet
24198540,"Chicken, canned, meat only, NS as to light or dark meat"
24198550,"Chicken, canned, meat only, light meat"
24198560,"Chicken, canned, meat only, dark meat"
24198570,"Chicken, canned, meat only"
24198640,"Chicken, chicken roll, roasted, NS as to light or dark meat"
24198700,"Chicken patty, fillet, or tenders, breaded, cooked"
24198710,"Chicken patty with cheese, breaded, cooked"
24198720,"Chicken, ground"
24198740,Chicken nuggets
24198840,"Fried chicken chunks, Puerto Rican style (Chicharrones de pollo)"
24201000,"Turkey, NFS"
24201010,"Turkey, light meat, cooked, NS as to skin eaten"
24201020,"Turkey, light meat, cooked, skin not eaten"
24201030,"Turkey, light meat, cooked, skin eaten"
24201050,"Turkey, light meat, breaded, baked or fried, NS as to skin eaten"
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten"
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten"
24201110,"Turkey, light meat, roasted, NS as to skin eaten"
24201120,"Turkey, light meat, roasted, skin not eaten"
24201130,"Turkey, light meat, roasted, skin eaten"
24201210,"Turkey, dark meat, roasted, NS as to skin eaten"
24201220,"Turkey, dark meat, roasted, skin not eaten"
24201230,"Turkey, dark meat, roasted, skin eaten"
24201310,"Turkey, light and dark meat, roasted, NS as to skin eaten"
24201320,"Turkey, light and dark meat, roasted, skin not eaten"
24201330,"Turkey, light and dark meat, roasted, skin eaten"
24201350,"Turkey, light or dark meat, battered, fried, NS as to skin eaten"
24201360,"Turkey, light or dark meat, battered, fried, skin not eaten"
24201370,"Turkey, light or dark meat, battered, fried, skin eaten"
24201400,"Turkey, light or dark meat, stewed, NS as to skin eaten"
24201410,"Turkey, light or dark meat, stewed, skin not eaten"
24201420,"Turkey light or dark meat, stewed, skin eaten"
24201500,"Turkey, light or dark meat, smoked, cooked, NS as to skin eaten"
24201510,"Turkey, light or dark meat, smoked, cooked, skin eaten"
24201520,"Turkey, light or dark meat, smoked, cooked, skin not eaten"
24202000,"Turkey, drumstick, cooked, NS as to skin eaten"
24202010,"Turkey, drumstick, cooked, skin not eaten"
24202020,"Turkey, drumstick, cooked, skin eaten"
24202050,"Turkey, drumstick, roasted, NS as to skin eaten"
24202060,"Turkey, drumstick, roasted, skin not eaten"
24202070,"Turkey, drumstick, roasted, skin eaten"
24202120,"Turkey, drumstick, smoked, cooked, skin eaten"
24202450,"Turkey, thigh, cooked, NS as to skin eaten"
24202460,"Turkey, thigh, cooked, skin eaten"
24202500,"Turkey, thigh, cooked, skin not eaten"
24202600,"Turkey, neck, cooked"
24203000,"Turkey, wing, cooked, NS as to skin eaten"
24203010,"Turkey, wing, cooked, skin not eaten"
24203020,"Turkey, wing, cooked, skin eaten"
24203120,"Turkey, wing, smoked, cooked, skin eaten"
24204000,"Turkey, rolled roast, light or dark meat, cooked"
24205000,"Turkey, tail, cooked"
24205100,"Turkey, back, cooked"
24206000,"Turkey, canned"
24207000,"Turkey, ground"
24208000,"Turkey, nuggets"
24208500,"Turkey bacon, cooked"
24300100,"Duck, cooked, NS as to skin eaten"
24300110,"Duck, cooked, skin eaten"
24300120,"Duck, cooked, skin not eaten"
24301000,"Duck, roasted, NS as to skin eaten"
24301010,"Duck, roasted, skin eaten"
24301020,"Duck, roasted, skin not eaten"
24302010,"Duck, pressed, Chinese"
24311010,"Goose, wild, roasted"
24400000,"Cornish game hen, cooked, NS as to skin eaten"
24400010,"Cornish game hen, cooked, skin eaten"
24400020,"Cornish game hen, cooked, skin not eaten"
24401000,"Cornish game hen, roasted, NS as to skin eaten"
24401010,"Cornish game hen, roasted, skin eaten"
24401020,"Cornish game hen, roasted, skin not eaten"
24402100,"Dove, cooked, NS as to cooking method"
24402110,"Dove, fried"
24403100,"Quail, cooked"
24404100,"Pheasant, cooked"
24701000,"Chicken, baby food, NS as to strained or junior"
24701010,"Chicken, baby food, strained"
24701020,"Chicken, baby food, junior"
24703000,"Turkey, baby food, NS as to strained or junior"
24703010,"Turkey, baby food, strained"
24703020,"Turkey, baby food, junior"
24705010,"Chicken stick, baby food"
24706010,"Turkey stick, baby food"
25110000,"Liver, NS as to type, cooked"
25110050,"Liver, NS as to type, breaded, fried"
25110100,"Beef liver, cooked, NS as to cooking method"
25110120,"Beef liver, braised"
25110140,"Beef liver, fried"
25110150,"Beef liver, breaded, fried"
25110170,"Beef liver, battered, fried"
25110200,"Calves liver, cooked, NS as to cooking method"
25110240,"Calves liver, fried or broiled, no coating"
25110250,"Calves liver, breaded, fried"
25110300,"Pork liver, cooked, NS as to cooking method"
25110320,"Pork liver, braised"
25110340,"Pork liver, fried"
25110400,"Chicken liver, cooked, NS as to cooking method"
25110410,"Chicken liver, battered, fried"
25110420,"Chicken liver, braised"
25110440,"Chicken liver, fried or sauteed, no coating"
25110450,"Chicken liver, fried"
25112200,"Liver paste or pate, chicken"
25120000,"Heart, cooked"
25120150,"Heart, fried"
25130000,"Kidney, cooked"
25130150,"Kidney, breaded, fried"
25150000,"Brains, cooked"
25160000,"Tongue, cooked"
25160100,"Tongue, braised"
25160110,"Tongue, smoked, cured, or pickled, cooked"
25160130,"Tongue pot roast, Puerto Rican style (Lengua al caldero)"
25170110,"Tripe, cooked"
25170210,"Chitterlings, cooked"
25170310,"Hog maws (stomach), cooked"
25170420,"Gizzard, cooked"
25180110,"Liver, beef, baby food, strained"
25210110,"Frankfurter, wiener, or hot dog, NFS"
25210150,"Frankfurter or hot dog, cheese-filled"
25210170,"Frankfurter or hot dog, chili-filled"
25210210,"Frankfurter or hot dog, beef"
25210220,"Frankfurter or hot dog, beef and pork"
25210230,"Frankfurter or hot dog, beef and pork, lowfat"
25210250,"Frankfurter or hot dog, meat and poultry, fat free"
25210280,"Frankfurter or hot dog, meat and poultry"
25210310,"Frankfurter or hot dog, chicken"
25210410,"Frankfurter or hot dog, turkey"
25210510,"Frankfurter or hot dog, low salt"
25210610,"Frankfurter or hot dog, beef, lowfat"
25210700,"Frankfurter or hot dog, meat & poultry, lowfat"
25220010,"Cold cut, NFS"
25220100,"Beef sausage, NFS"
25220110,"Beef sausage, brown and serve, links, cooked"
25220120,"Beef sausage, smoked, stick"
25220130,"Beef sausage, smoked"
25220140,"Beef sausage, fresh, bulk, patty or link, cooked"
25220150,"Beef sausage with cheese, smoked"
25220210,Blood sausage
25220350,"Bratwurst, pork, cooked"
25220360,"Bratwurst, with cheese"
25220370,"Bratwurst, beef, cooked"
25220390,"Bologna, beef, lowfat"
25220400,"Bologna, pork and beef"
25220410,"Bologna, NFS"
25220420,"Bologna, Lebanon"
25220430,"Bologna, beef"
25220440,"Bologna, turkey"
25220450,"Bologna ring, smoked"
25220460,"Bologna, pork"
25220470,"Bologna, beef, lower sodium"
25220480,"Bologna, chicken, beef, and pork"
25220490,"Bologna, with cheese"
25220500,"Bologna, beef and pork, lowfat"
25220510,Capicola
25220650,"Chicken and beef sausage, smoked"
25220710,Chorizos
25220910,Head cheese
25221110,Knockwurst
25221210,Mortadella
25221250,Pepperoni
25221310,Polish sausage
25221350,Italian sausage
25221400,"Sausage (not cold cut), NFS"
25221410,"Pork sausage, fresh, bulk, patty or link, cooked"
25221420,"Pork sausage, brown and serve, cooked"
25221430,"Pork sausage, country style, fresh, cooked"
25221450,"Pork sausage rice links, brown and serve, cooked"
25221460,Pork and beef sausage
25221470,"Pork and beef sausage, brown and serve, cooked"
25221480,Mettwurst
25221500,"Salami, NFS"
25221510,"Salami, soft, cooked"
25221520,"Salami, dry or hard"
25221530,"Salami, beef"
25221610,"Scrapple, cooked"
25221650,"Smoked link sausage, pork"
25221660,"Smoked link sausage, pork and beef"
25221680,"Smoked sausage, pork"
25221710,Souse
25221810,Thuringer
25221840,"Turkey breakfast sausage, bulk, patty or link, cooked"
25221850,"Turkey sausage, smoked"
25221860,"Turkey sausage, reduced fat, brown and serve, cooked"
25221870,"Turkey and pork sausage, fresh, bulk, patty or link, cooked"
25221880,"Turkey, pork, and beef sausage, reduced fat, smoked"
25221890,"Turkey, pork, and beef sausage, lowfat, smoked"
25221910,"Vienna sausage, canned"
25221920,"Vienna sausage, chicken, canned"
25221950,Pickled sausage
25230110,"Luncheon meat, NFS"
25230210,"Ham, sliced, prepackaged or deli, luncheon meat"
25230220,"Ham, sliced, low salt, prepackaged or deli, luncheon meat"
25230230,"Ham, sliced, extra lean, prepackaged or deli, luncheon meat"
25230310,"Chicken or turkey loaf, prepackaged or deli, luncheon meat"
25230410,"Ham loaf, luncheon meat"
25230430,Ham and cheese loaf
25230450,Honey loaf
25230510,"Ham, luncheon meat, chopped, minced, pressed, spiced, not canned"
25230520,"Ham, luncheon meat, chopped, minced, pressed, spiced, lowfat, not canned"
25230530,"Ham and pork, luncheon meat, chopped, minced, pressed, spiced, canned"
25230540,"Ham, pork and chicken, luncheon meat, chopped, minced, pressed, spiced, canned"
25230550,"Ham, pork, and chicken, luncheon meat, chopped, minced, pressed, spiced, canned, reduced sodium"
25230560,Liverwurst
25230610,"Luncheon loaf (olive, pickle, or pimiento)"
25230710,"Sandwich loaf, luncheon meat"
25230790,"Turkey ham, sliced, extra lean, prepackaged or deli, luncheon meat"
25230800,Turkey ham
25230810,Veal loaf
25230820,Turkey pastrami
25230840,Turkey salami
25230900,"Turkey or chicken breast, prepackaged or deli, luncheon meat"
25230905,"Turkey or chicken breast, low salt, prepackaged or deli, luncheon meat"
25231110,"Beef, sliced, prepackaged or deli, luncheon meat"
25231150,"Corned beef, pressed"
25240000,"Meat spread or potted meat, NFS"
25240110,Chicken salad spread
25240210,"Ham, deviled or potted"
25240220,Ham salad spread
25240310,Roast beef spread
26100100,"Fish, NS as to type, raw"
26100110,"Fish, NS as to type, cooked, NS as to cooking method"
26100120,"Fish, NS as to type, baked or broiled"
26100130,"Fish, NS as to type, breaded or battered, baked"
26100140,"Fish, NS as to type, floured or breaded, fried"
26100150,"Fish, NS as to type, battered, fried"
26100160,"Fish, NS as to type, steamed"
26100170,"Fish, NS as to type, dried"
26100180,"Fish, NS as to type, canned"
26100190,"Fish, NS as to type, smoked"
26100210,"Fish stick, patty, or fillet, NS as to type, cooked, NS as to cooking method"
26100220,"Fish stick, patty, or fillet, NS as to type, baked or broiled"
26100230,"Fish stick, patty, or fillet, NS as to type, breaded or battered, baked"
26100240,"Fish stick, patty, or fillet, NS as to type, floured or breaded, fried"
26100250,"Fish stick, patty, or fillet, NS as to type, battered, fried"
26101110,"Anchovy, cooked, NS as to cooking method"
26101180,"Anchovy, canned"
26105110,"Carp, cooked, NS as to cooking method"
26105120,"Carp, baked or broiled"
26105140,"Carp, floured or breaded, fried"
26105160,"Carp, steamed or poached"
26107110,"Catfish, cooked, NS as to cooking method"
26107120,"Catfish, baked or broiled"
26107130,"Catfish, breaded or battered, baked"
26107140,"Catfish, floured or breaded, fried"
26107150,"Catfish, battered, fried"
26107160,"Catfish, steamed or poached"
26109110,"Cod, cooked, NS as to cooking method"
26109120,"Cod, baked or broiled"
26109130,"Cod, breaded or battered, baked"
26109140,"Cod, floured or breaded, fried"
26109150,"Cod, battered, fried"
26109160,"Cod, steamed or poached"
26109170,"Cod, dried, salted"
26109180,"Cod, dried, salted, salt removed in water"
26111120,"Croaker, baked or broiled"
26111130,"Croaker, breaded or battered, baked"
26111140,"Croaker, floured or breaded, fried"
26111160,"Croaker, steamed or poached"
26113110,"Eel, cooked, NS as to cooking method"
26113160,"Eel, steamed or poached"
26115110,"Flounder, cooked, NS as to cooking method"
26115120,"Flounder, baked or broiled"
26115130,"Flounder, breaded or battered, baked"
26115140,"Flounder, floured or breaded, fried"
26115150,"Flounder, battered, fried"
26115160,"Flounder, steamed or poached"
26117110,"Haddock, cooked, NS as to cooking method"
26117120,"Haddock, baked or broiled"
26117130,"Haddock, breaded or battered, baked"
26117140,"Haddock, floured or breaded, fried"
26117150,"Haddock, battered, fried"
26117160,"Haddock, steamed or poached"
26119100,"Herring, raw"
26119110,"Herring, cooked, NS as to cooking method"
26119120,"Herring, baked or broiled"
26119140,"Herring, floured or breaded, fried"
26119160,"Herring, pickled, in cream sauce"
26119180,"Herring, pickled"
26119190,"Herring, smoked, kippered"
26121100,"Mackerel, raw"
26121110,"Mackerel, cooked, NS as to cooking method"
26121120,"Mackerel, baked or broiled"
26121140,"Mackerel, floured or breaded, fried"
26121160,"Mackerel, pickled"
26121180,"Mackerel, canned"
26123120,"Mullet, baked or broiled"
26123140,"Mullet, floured or breaded, fried"
26123160,"Mullet, steamed or poached"
26125100,"Ocean perch, raw"
26125120,"Ocean perch, baked or broiled"
26125130,"Ocean perch, breaded or battered, baked"
26125140,"Ocean perch, floured or breaded, fried"
26125150,"Ocean perch, battered, fried"
26125160,"Ocean perch, steamed or poached"
26127110,"Perch, cooked, NS as to cooking method"
26127120,"Perch, baked or broiled"
26127130,"Perch, breaded or battered, baked"
26127140,"Perch, floured or breaded, fried"
26127150,"Perch, battered, fried"
26127160,"Perch, steamed or poached"
26129120,"Pike, baked or broiled"
26129140,"Pike, floured or breaded, fried"
26131100,"Pompano, raw"
26131110,"Pompano, cooked, NS as to cooking method"
26131120,"Pompano, baked or broiled"
26131140,"Pompano, floured or breaded, fried"
26131150,"Pompano, battered, fried"
26131160,"Pompano, steamed or poached"
26133100,"Porgy, raw"
26133110,"Porgy, cooked, NS as to cooking method"
26133120,"Porgy, baked or broiled"
26133130,"Porgy, breaded or battered, baked"
26133140,"Porgy, floured or breaded, fried"
26133150,"Porgy, battered, fried"
26133160,"Porgy, steamed or poached"
26137100,"Salmon, raw"
26137110,"Salmon, cooked, NS as to cooking method"
26137120,"Salmon, baked or broiled"
26137140,"Salmon, floured or breaded, fried"
26137150,"Salmon, battered, fried"
26137160,"Salmon, steamed or poached"
26137170,"Salmon, dried"
26137180,"Salmon, canned"
26137190,"Salmon, smoked"
26139110,"Sardines, cooked"
26139170,"Sardines, dried"
26139180,"Sardines, canned in oil"
26139190,"Sardines, skinless, boneless, packed in water"
26141110,"Sea bass, cooked, NS as to cooking method"
26141120,"Sea bass, baked or broiled"
26141130,"Sea bass, breaded or battered, baked"
26141140,"Sea bass, floured or breaded, fried"
26141160,"Sea bass, steamed or poached"
26143120,"Shark, baked or broiled"
26143160,"Shark, steamed or poached"
26145140,"Smelt, floured or breaded, fried"
26145150,"Smelt, battered, fried"
26147110,"Sturgeon, cooked, NS as to cooking method"
26149110,"Swordfish, cooked, NS as to cooking method"
26149120,"Swordfish, baked or broiled"
26149140,"Swordfish, floured or breaded, fried"
26149160,"Swordfish, steamed or poached"
26151110,"Trout, cooked, NS as to cooking method"
26151120,"Trout, baked or broiled"
26151130,"Trout, breaded or battered, baked"
26151140,"Trout, floured or breaded, fried"
26151150,"Trout, battered, fried"
26151160,"Trout, steamed or poached"
26151190,"Trout, smoked"
26153100,"Tuna, fresh, raw"
26153110,"Tuna, fresh, cooked, NS as to cooking method"
26153120,"Tuna, fresh, baked or broiled"
26153140,"Tuna, fresh, floured or breaded, fried"
26153160,"Tuna, fresh, steamed or poached"
26153170,"Tuna, fresh, dried"
26155110,"Tuna, canned, NS as to oil or water pack"
26155180,"Tuna, canned, oil pack"
26155190,"Tuna, canned, water pack"
26157120,"Whiting, baked or broiled"
26157130,"Whiting, breaded or battered, baked"
26157140,"Whiting, floured or breaded, fried"
26157150,"Whiting, battered, fried"
26157160,"Whiting, steamed or poached"
26158000,"Tilapia, cooked, NS as to cooking method"
26158010,"Tilapia, baked or broiled"
26158020,"Tilapia, breaded or battered, baked"
26158030,"Tilapia, floured or breaded, fried"
26158040,"Tilapia, battered, fried"
26203110,"Frog legs, NS as to cooking method"
26204180,"Jellyfish, pickled"
26205110,"Octopus, cooked, NS as to cooking method"
26205160,"Octopus, steamed"
26205180,"Octopus, dried, boiled"
26207110,"Roe, shad, cooked"
26211100,"Roe, sturgeon"
26213120,"Squid, baked, broiled"
26213140,"Squid, breaded, fried"
26213160,"Squid, steamed or boiled"
26213170,"Squid, dried"
26213180,"Squid, pickled"
26213190,"Squid, canned"
26215120,"Turtle (terrapin), cooked, NS as to cooking method"
26301140,"Abalone, floured or breaded, fried"
26303100,"Clams, raw"
26303110,"Clams, cooked, NS as to cooking method"
26303120,"Clams, baked or broiled"
26303140,"Clams, floured or breaded, fried"
26303150,"Clams, battered, fried"
26303160,"Clams, steamed or boiled"
26303180,"Clams, canned"
26303190,"Clams, smoked, in oil"
26304150,"Conch, battered, fried"
26304200,"Conch, baked or broiled"
26305110,"Crab, cooked, NS as to cooking method"
26305120,"Crab, baked or broiled"
26305160,"Crab, hard shell, steamed"
26305180,"Crab, canned"
26307140,"Crab, soft shell, floured or breaded, fried"
26309140,"Crayfish, floured or breaded, fried"
26309160,"Crayfish, boiled or steamed"
26311110,"Lobster, cooked, NS as to cooking method"
26311120,"Lobster, baked or broiled"
26311130,"Lobster, without shell, steamed or boiled"
26311140,"Lobster, floured or breaded, fried"
26311150,"Lobster, battered, fried"
26311160,"Lobster, steamed or boiled"
26313110,"Mussels, cooked, NS as to cooking method"
26313160,"Mussels, steamed or poached"
26315100,"Oysters, raw"
26315110,"Oysters, cooked, NS as to cooking method"
26315120,"Oysters, baked or broiled"
26315130,"Oysters, steamed"
26315140,"Oysters, floured or breaded, fried"
26315150,"Oysters, battered, fried"
26315180,"Oysters, canned"
26315190,"Oysters, smoked"
26317110,"Scallops, cooked, NS as to cooking method"
26317120,"Scallops, baked or broiled"
26317130,"Scallops, steamed or boiled"
26317140,"Scallops, floured or breaded, fried"
26317150,"Scallops, battered, fried"
26319110,"Shrimp, cooked, NS as to cooking method"
26319120,"Shrimp, baked or broiled"
26319130,"Shrimp, steamed or boiled"
26319140,"Shrimp, floured, breaded, or battered, fried"
26319170,"Shrimp, dried"
26319180,"Shrimp, canned"
26321110,"Snails, cooked, NS as to cooking method"
27111000,Beef with tomato-based sauce (mixture)
27111050,"Spaghetti sauce with beef or meat other than lamb or mutton, homemade-style"
27111100,Beef goulash
27111200,Beef burgundy (beef bourguignonne)
27111300,"Mexican style beef stew, no potatoes, tomato-based sauce (mixture) (Carne guisada sin papas)"
27111310,"Mexican style beef stew, no potatoes, with chili peppers, tomato-based sauce (mixture) (Carne guisada co"
27111400,"Chili con carne, NS as to beans"
27111410,Chili con carne with beans
27111420,Chili con carne without beans
27111430,"Chili con carne, NS as to beans, with cheese"
27111440,Chili con carne with beans and cheese
27111500,Beef sloppy joe (no bun)
27112000,Beef with gravy (mixture)
27112010,Salisbury steak with gravy (mixture)
27112100,Beef bourguignonne
27113000,Beef with cream or white sauce (mixture)
27113100,Beef stroganoff
27113200,Creamed chipped or dried beef
27113300,Swedish meatballs with cream or white sauce (mixture)
27114000,Beef with (mushroom) soup (mixture)
27115000,Beef with soy-based sauce (mixture)
27115100,Steak teriyaki with sauce (mixture)
27116100,Beef curry
27116200,Beef with barbecue sauce (mixture)
27116300,Beef with sweet and sour sauce (mixture)
27116350,"Stewed, seasoned, ground beef, Mexican style (Picadillo de carne de rez)"
27116400,Steak tartare (raw ground beef and egg)
27118110,"Meatballs, Puerto Rican style (Albondigas guisadas)"
27118120,"Stewed seasoned ground beef, Puerto Rican style (Picadillo guisado, picadillo de carne)"
27118130,"Stewed dried beef, Puerto Rican style (Tasajo guisado, carne cecina guisada)"
27118180,"Puerto Rican style beef stew, meat with gravy (potatoes reported separately)"
27120020,Ham or pork with gravy (mixture)
27120030,Ham or pork with barbecue sauce (mixture)
27120060,Sweet and sour pork
27120080,Ham stroganoff
27120090,Ham or pork with (mushroom) soup (mixture)
27120100,Ham or pork with tomato-based sauce (mixture)
27120110,Sausage with tomato-based sauce (mixture)
27120120,Sausage gravy
27120130,"Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)"
27120150,Pork or ham with soy-based sauce (mixture)
27120210,"Frankfurter or hot dog, with chili, no bun"
27120250,Frankfurters or hot dogs with tomato-based sauce (mixture)
27121000,Pork with chili and tomatoes (mixture) (Puerco con chile)
27121010,"Stewed pork, Puerto Rican style"
27121410,"Chili con carne with beans, made with pork"
27130010,Lamb or mutton with gravy (mixture)
27130040,"Spaghetti sauce with lamb or mutton, homemade-style"
27130100,Lamb curry
27133010,"Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)"
27135010,Veal with gravy (mixture)
27135020,Veal scallopini
27135040,Veal with butter sauce (mixture)
27135050,Veal Marsala
27135110,Veal parmigiana
27136050,Venison/deer with tomato-based sauce (mixture)
27136080,Venison/deer with gravy (mixture)
27136100,Chili con carne with venison/deer and beans
27141000,Chicken or turkey cacciatore
27141030,"Spaghetti sauce with poultry, home-made style"
27141050,"Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)"
27141500,Chili con carne with chicken or turkey and beans
27142000,Chicken with gravy (mixture)
27142100,Chicken or turkey fricassee
27142200,Turkey with gravy (mixture)
27143000,Chicken or turkey with cream sauce (mixture)
27144000,Chicken or turkey with (mushroom) soup (mixture)
27145000,Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)
27146000,"Chicken or turkey with barbecue sauce, skin eaten"
27146010,"Chicken or turkey with barbecue sauce, skin not eaten"
27146050,Chicken wing with hot pepper sauce
27146100,Sweet and sour chicken or turkey
27146150,Chicken curry
27146160,Chicken with mole sauce
27146200,Chicken or turkey with cheese sauce (mixture)
27146250,Chicken or turkey cordon bleu
27146300,Chicken or turkey parmigiana
27146350,"Lemon chicken, Chinese style"
27146400,Chicken kiev
27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style (Muslo de pollo o pechuga rellena)"
27150010,"Fish with cream or white sauce, not tuna or lobster (mixture)"
27150020,"Crab, deviled"
27150030,Crab imperial
27150050,Fish timbale or mousse
27150060,Lobster newburg
27150070,Lobster with butter sauce (mixture)
27150100,Shrimp curry
27150110,Shrimp cocktail (shrimp with cocktail sauce)
27150120,Tuna with cream or white sauce (mixture)
27150130,Seafood newburg
27150140,"Clam sauce, white"
27150160,Shrimp with lobster sauce (mixture)
27150170,Sweet and sour shrimp
27150190,Lobster sauce (broth-based)
27150200,Oyster sauce (white sauce-based)
27150210,Fish sauce (bagoong)
27150230,Shrimp scampi
27150310,Fish with tomato-based sauce (mixture)
27150320,Fish curry
27150330,Mussels with tomato-based sauce (mixture)
27150350,Sardines with tomato-based sauce (mixture)
27150370,Sardines with mustard sauce (mixture)
27150410,Shrimp teriyaki (shrimp with soy-based sauce) (mixture)
27150510,Scallops with cheese sauce (mixture)
27151030,Marinated fish (Ceviche)
27151040,"Crabs in tomato-based sauce, Puerto Rican style (mixture) (Salmorejo de jueyes)"
27151050,"Shrimp in garlic sauce, Puerto Rican style (mixture) (Camarones al ajillo)"
27151070,"Stewed codfish, Puerto Rican style"
27160010,"Meat with barbecue sauce, NS as to type of meat (mixture)"
27160100,"Meatballs, NS as to type of meat, with sauce (mixture)"
27162010,Meat with tomato-based sauce (mixture)
27162050,"Spaghetti sauce with combination of meats, homemade-style"
27162060,"Spaghetti sauce with meat and vegetables, homemade-style"
