Food code,Main food description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),Cholesterol (mg),"Vitamin A, RAE (mcg_RAE)",Vitamin B-6 (mg),Vitamin C (mg),Calcium (mg),"Iron
(mg)",Potassium (mg),Sodium (mg),Caffeine (mg),Alcohol (g),"Water
(g)"
24122140,"Chicken breast, baked or broiled, skin eaten, from pre-cooked",175,26.37,0.09,"0.09","0",7.67,90,"11",0.307,0,16,"0.51",276,329,0,0,"65.19"
24122141,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",144,28.04,0,"0","0",3.57,86,"5",0.314,0,13,"0.46",284,328,0,0,"67.78"
24122150,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",206,25.67,0,"0","0",10.6,95,"17",0.684,0,7,"0.52",291,406,0,0,"61.77"
24122151,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",176,29.56,0,"0","0",5.44,96,"9",0.853,0,7,"0.44",351,430,0,0,"62.73"
24122160,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",204,25.32,0.31,"0.28","0",10.45,94,"17",0.673,0,8,"0.55",290,399,0,0,"61.99"
24122161,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",175,29.13,0.31,"0.28","0",5.38,94,"9",0.839,0,7,"0.47",349,423,0,0,"62.92"
24122170,"Chicken breast, rotisserie, skin eaten",175,26.37,0.09,"0.09","0",7.67,90,"11",0.307,0,16,"0.51",276,329,0,0,"65.19"
24122171,"Chicken breast, rotisserie, skin not eaten",144,28.04,0,"0","0",3.57,86,"5",0.314,0,13,"0.46",284,328,0,0,"67.78"
24123110,"Chicken breast, stewed, skin eaten",181,24.7,0,"0","0",8.28,92,"17",0.658,0,7,"0.5",280,316,0,0,"65.33"
24123120,"Chicken breast, stewed, skin not eaten",149,27.96,0,"0","0",3.26,91,"8",0.806,0,6,"0.41",332,333,0,0,"66.83"
24123300,"Chicken breast, grilled without sauce, skin eaten",206,25.72,0,"0","0",10.62,95,"17",0.685,0,7,"0.53",292,329,0,0,"61.9"
24123301,"Chicken breast, grilled without sauce, skin not eaten",176,29.62,0,"0","0",5.45,96,"9",0.855,0,7,"0.44",352,353,0,0,"62.85"
24123310,"Chicken breast, grilled with sauce, skin eaten",202,21.15,7.34,"5.98","0.2",9.15,78,"16",0.573,0.1,12,"0.55",280,454,0,0,"60.38"
24123311,"Chicken breast, grilled with sauce, skin not eaten",178,24.33,7.34,"5.98","0.2",4.93,78,"9",0.711,0.1,11,"0.48",329,473,0,0,"61.16"
24124200,"Chicken breast, sauteed, skin eaten",206,25.72,0,"0","0",10.62,95,"17",0.685,0,7,"0.53",292,329,0,0,"61.9"
24124201,"Chicken breast, sauteed, skin not eaten",176,29.62,0,"0","0",5.45,96,"9",0.855,0,7,"0.44",352,353,0,0,"62.85"
24127200,"Chicken breast, fried, coated, skin / coating eaten, from raw",243,21.46,6.01,"0.1","0.2",14.11,79,"15",0.552,0,13,"0.88",245,299,0,0,"56.85"
24127201,"Chicken breast, fried, coated, skin / coating not eaten, from raw",176,29.62,0,"0","0",5.45,96,"9",0.855,0,7,"0.44",352,353,0,0,"62.85"
24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",219,24.56,6.01,"0.1","0.2",9.99,80,"8",0.687,0,13,"0.81",292,318,0,0,"57.62"
24127210,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",250,20.58,7.21,"0.12","0.3",14.79,76,"15",0.524,0,14,"0.95",235,331,0,0,"55.79"
24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",176,29.62,0,"0","0",5.45,96,"9",0.855,0,7,"0.44",352,353,0,0,"62.85"
24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",273,19.32,10.72,"0.1","0.3",16.95,75,"9",0.212,0,42,"1.02",232,549,0,0,"50.84"
24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",213,22.77,6.01,"0.1","0.2",10.78,79,"5",0.26,0,25,"0.88",251,436,0,0,"58.77"
24127500,"Chicken breast, baked, coated, skin / coating eaten",207,23.75,4.01,"0.07","0.2",9.9,88,"17",0.619,0,11,"0.77",270,320,0,0,"60.64"
24127501,"Chicken breast, baked, coated, skin / coating not eaten",176,29.62,0,"0","0",5.45,96,"9",0.855,0,7,"0.44",352,353,0,0,"62.85"
24130210,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",218,23.77,0.12,"0.12","0",13.63,136,"19",0.193,0,18,"0.98",265,358,0,0,"61.41"
24130220,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",185,25.54,0,"0","0",9.15,139,"12",0.179,0,16,"1",274,362,0,0,"64.25"
24132230,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",214,23.16,0,"0","0",12.81,131,"14",0.399,0,10,"1.08",249,341,0,0,"63.35"
24132231,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",168,24.41,0,"0","0",7.13,131,"7",0.437,0,10,"1.13",262,345,0,0,"67.77"
24132240,"Chicken leg, drumstick and thigh, rotisserie, skin eaten",218,23.77,0.12,"0.12","0",13.63,136,"19",0.193,0,18,"0.98",265,358,0,0,"61.41"
24132241,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",185,25.54,0,"0","0",9.15,139,"12",0.179,0,16,"1",274,362,0,0,"64.25"
24133210,"Chicken leg, drumstick and thigh, stewed, skin eaten",211,22.45,0,"0","0",13.44,135,"14",0.367,0,12,"1.09",237,396,0,0,"63.19"
24133220,"Chicken leg, drumstick and thigh, stewed, skin not eaten",164,24.1,0,"0","0",7.5,134,"8",0.407,0,12,"1.13",253,399,0,0,"67.54"
24134100,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",228,22.65,0,"0","0",14.52,128,"14",0.391,0,10,"1.06",244,414,0,0,"61.96"
24134101,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",183,23.87,0,"0","0",8.96,128,"7",0.428,0,10,"1.11",257,419,0,0,"66.28"
24134150,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",220,18.64,7.28,"5.94","0.2",12.32,105,"13",0.332,0.1,14,"0.98",240,578,0,0,"60.35"
24134151,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",183,19.63,7.28,"5.94","0.2",7.79,105,"8",0.363,0.1,14,"1.02",251,582,0,0,"63.88"
24134300,"Chicken leg, drumstick and thigh, sauteed, skin eaten",228,22.65,0,"0","0",14.52,128,"14",0.391,0,10,"1.06",244,414,0,0,"61.96"
24134301,"Chicken leg, drumstick and thigh, sauteed, skin not eaten",183,23.87,0,"0","0",8.96,128,"7",0.428,0,10,"1.11",257,419,0,0,"66.28"
24137300,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",260,19.04,5.98,"0.1","0.2",17.2,105,"13",0.318,0,15,"1.3",207,353,0,0,"56.95"
24137301,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",183,23.92,0,"0","0",8.98,128,"7",0.429,0,10,"1.11",257,343,0,0,"66.41"
24137310,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",226,20.99,3.98,"0.07","0.2",13.4,117,"14",0.355,0,14,"1.25",227,428,0,0,"60.65"
24137311,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",183,23.87,0,"0","0",8.96,128,"7",0.428,0,10,"1.11",257,419,0,0,"66.28"
24140210,"Chicken drumstick, NS as to cooking method, skin eaten",206,25.65,0.12,"0.12","0",11.46,149,"17",0.196,0,22,"1.02",279,392,0,0,"61.42"
24140220,"Chicken drumstick, NS as to cooking method, skin not eaten",172,27.71,0,"0","0",6.76,155,"10",0.184,0,20,"1.05",291,403,0,0,"64.11"
24142300,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",190,23.21,0,"0","0",10.09,129,"12",0.381,0,11,"1.1",246,353,0,0,"66"
24142301,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",154,24.1,0,"0","0",5.67,129,"6",0.405,0,11,"1.13",254,358,0,0,"69.52"
24142310,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",206,25.65,0.12,"0.12","0",11.46,149,"17",0.196,0,22,"1.02",279,392,0,0,"61.42"
24142311,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",172,27.71,0,"0","0",6.76,155,"10",0.184,0,20,"1.05",291,403,0,0,"64.11"
24142320,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",203,22.66,0,"0","0",11.83,126,"12",0.372,0,11,"1.08",240,503,0,0,"64.42"
24142321,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",168,23.52,0,"0","0",7.51,126,"6",0.395,0,11,"1.11",248,507,0,0,"67.86"
24142400,"Chicken drumstick, rotisserie, skin eaten",206,25.65,0.12,"0.12","0",11.46,149,"17",0.196,0,22,"1.02",279,392,0,0,"61.42"
24142401,"Chicken drumstick, rotisserie, skin not eaten",172,27.71,0,"0","0",6.76,155,"10",0.184,0,20,"1.05",291,403,0,0,"64.11"
24142500,"Chicken drumstick, grilled without sauce, skin eaten",204,22.7,0,"0","0",11.85,126,"12",0.372,0,11,"1.08",240,427,0,0,"64.55"
24142501,"Chicken drumstick, grilled without sauce, skin not eaten",169,23.57,0,"0","0",7.53,126,"6",0.396,0,11,"1.11",249,432,0,0,"67.99"
24142510,"Chicken drumstick, grilled with sauce, skin eaten",200,18.68,7.28,"5.94","0.2",10.15,103,"11",0.317,0.1,15,"1",237,588,0,0,"62.46"
24142511,"Chicken drumstick, grilled with sauce, skin not eaten",172,19.39,7.28,"5.94","0.2",6.62,103,"7",0.336,0.1,15,"1.02",245,592,0,0,"65.27"
24143210,"Chicken drumstick, stewed, skin eaten",186,22.54,0,"0","0",10.64,131,"12",0.344,0,12,"0.93",227,417,0,0,"65.81"
24143220,"Chicken drumstick, stewed, skin not eaten",148,23.71,0,"0","0",5.9,126,"7",0.369,0,12,"0.93",237,423,0,0,"69.35"
24144300,"Chicken drumstick, sauteed, skin eaten",204,22.7,0,"0","0",11.85,126,"12",0.372,0,11,"1.08",240,427,0,0,"64.55"
24144301,"Chicken drumstick, sauteed, skin not eaten",169,23.57,0,"0","0",7.53,126,"6",0.396,0,11,"1.11",249,432,0,0,"67.99"
24147300,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",241,19.08,5.98,"0.1","0.2",15.07,104,"11",0.303,0,16,"1.32",204,363,0,0,"59.02"
24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",169,23.61,0,"0","0",7.54,127,"6",0.396,0,11,"1.11",249,356,0,0,"68.12"
24147302,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",212,19.73,5.96,"0.1","0.2",11.6,104,"6",0.321,0,16,"1.34",211,443,0,0,"61.64"
24147310,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",247,18.3,7.15,"0.12","0.3",15.66,99,"10",0.289,0,17,"1.36",196,479,0,0,"57.72"
24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",169,23.57,0,"0","0",7.53,126,"6",0.396,0,11,"1.11",249,432,0,0,"67.99"
24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",288,17.77,12.14,"0.1","0.6",18.76,91,"19",0.187,0,27,"1.25",213,624,0,0,"48.92"
24147321,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",213,21.82,6.12,"0.1","0.2",11.21,109,"10",0.222,0,20,"1.28",244,546,0,0,"58.7"
24147400,"Chicken drumstick, baked, coated, skin / coating eaten",205,21.04,3.98,"0.07","0.2",11.01,116,"11",0.339,0,15,"1.27",224,439,0,0,"62.98"
24147401,"Chicken drumstick, baked, coated, skin / coating not eaten",169,23.57,0,"0","0",7.53,126,"6",0.396,0,11,"1.11",249,432,0,0,"67.99"
24150210,"Chicken thigh, NS as to cooking method, skin eaten",226,22.51,0.12,"0.12","0",15.08,127,"20",0.191,0,16,"0.95",255,335,0,0,"61.41"
24150220,"Chicken thigh, NS as to cooking method, skin not eaten",193,24.09,0,"0","0",10.74,128,"13",0.176,0,13,"0.97",262,335,0,0,"64.35"
24152230,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",231,23.12,0,"0","0",14.62,132,"16",0.412,0,9,"1.07",252,332,0,0,"61.59"
24152231,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",178,24.61,0,"0","0",8.1,132,"8",0.459,0,9,"1.12",267,336,0,0,"66.6"
24152240,"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",226,22.51,0.12,"0.12","0",15.08,127,"20",0.191,0,16,"0.95",255,335,0,0,"61.41"
24152241,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",193,24.09,0,"0","0",10.74,128,"13",0.176,0,13,"0.97",262,335,0,0,"64.35"
24152250,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",243,22.57,0,"0","0",16.25,129,"16",0.402,0,9,"1.05",246,482,0,0,"60.12"
24152251,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",192,24.02,0,"0","0",9.89,129,"8",0.448,0,9,"1.1",261,486,0,0,"65.01"
24152300,"Chicken thigh, rotisserie, skin eaten",226,22.51,0.12,"0.12","0",15.08,127,"20",0.191,0,16,"0.95",255,335,0,0,"61.41"
24152301,"Chicken thigh, rotisserie, skin not eaten",193,24.09,0,"0","0",10.74,128,"13",0.176,0,13,"0.97",262,335,0,0,"64.35"
24153210,"Chicken thigh, stewed, skin eaten",227,22.39,0,"0","0",15.31,138,"16",0.382,0,11,"1.2",243,383,0,0,"61.44"
24153220,"Chicken thigh, stewed, skin not eaten",175,24.36,0,"0","0",8.56,140,"8",0.433,0,12,"1.26",264,384,0,0,"66.34"
24154010,"Chicken thigh, grilled without sauce, skin eaten",243,22.61,0,"0","0",16.29,129,"16",0.402,0,9,"1.05",246,406,0,0,"60.24"
24154011,"Chicken thigh, grilled without sauce, skin not eaten",192,24.07,0,"0","0",9.91,129,"8",0.449,0,9,"1.1",262,410,0,0,"65.14"
24154020,"Chicken thigh, grilled with sauce, skin eaten",233,18.61,7.28,"5.94","0.2",13.77,106,"15",0.342,0.1,13,"0.98",242,571,0,0,"58.95"
24154021,"Chicken thigh, grilled with sauce, skin not eaten",191,19.8,7.28,"5.94","0.2",8.56,106,"8",0.38,0.1,13,"1.01",255,575,0,0,"62.95"
24154300,"Chicken thigh, sauteed, skin eaten",243,22.61,0,"0","0",16.29,129,"16",0.402,0,9,"1.05",246,406,0,0,"60.24"
24154301,"Chicken thigh, sauteed, skin not eaten",192,24.07,0,"0","0",9.91,129,"8",0.449,0,9,"1.1",262,410,0,0,"65.14"
24157300,"Chicken thigh, fried, coated, skin / coating eaten, from raw",273,19.01,5.98,"0.1","0.2",18.61,106,"14",0.327,0,15,"1.3",209,346,0,0,"55.59"
24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",192,24.12,0,"0","0",9.93,130,"8",0.45,0,9,"1.1",262,334,0,0,"65.27"
24157302,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",231,20.14,5.96,"0.1","0.2",13.49,106,"8",0.364,0,15,"1.33",221,426,0,0,"59.38"
24157310,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",277,18.23,7.15,"0.12","0.3",19.01,101,"13",0.311,0,16,"1.34",200,464,0,0,"54.47"
24157311,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",192,24.07,0,"0","0",9.91,129,"8",0.449,0,9,"1.1",262,410,0,0,"65.14"
24157320,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",294,16.26,13,"0.1","0.3",19.67,87,"14",0.141,0,50,"1.26",203,748,0,0,"48.48"
24157321,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",218,19.42,6.31,"0.1","0.2",12.8,102,"11",0.165,0,27,"1.19",210,613,0,0,"59.27"
24157330,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",294,16.26,13,"0.1","0.3",19.67,87,"14",0.141,0,50,"1.26",203,748,0,0,"48.48"
24157331,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",218,19.42,6.31,"0.1","0.2",12.8,102,"11",0.165,0,27,"1.19",210,613,0,0,"59.27"
24157400,"Chicken thigh, baked, coated, skin / coating eaten",240,20.96,3.98,"0.07","0.2",14.99,118,"15",0.366,0,13,"1.24",229,420,0,0,"59.12"
24157401,"Chicken thigh, baked, coated, skin / coating not eaten",192,24.07,0,"0","0",9.91,129,"8",0.449,0,9,"1.1",262,410,0,0,"65.14"
24160110,"Chicken wing, NS as to cooking method",257,23.42,0.6,"0.6","0",18.04,129,"26",0.212,0,33,"0.93",285,579,0,0,"57.23"
24162130,"Chicken wing, baked, broiled, or roasted, from raw",252,23.6,0,"0","0",16.74,140,"12",0.554,0,18,"0.83",210,404,0,0,"58.93"
24162140,"Chicken wing, baked or broiled, from pre-cooked",257,23.42,0.6,"0.6","0",18.04,129,"26",0.212,0,33,"0.93",285,579,0,0,"57.23"
24162150,"Chicken wing, baked or broiled, from fast food / restaurant",264,23.08,0,"0","0",18.35,137,"12",0.541,0,18,"0.82",206,478,0,0,"57.64"
24162200,"Chicken wing, rotisserie",257,23.42,0.6,"0.6","0",18.04,129,"26",0.212,0,33,"0.93",285,579,0,0,"57.23"
24163110,"Chicken wing, stewed",247,22.6,0,"0","0",16.69,69,"40",0.218,0,12,"1.12",138,374,0,0,"61.69"
24164000,"Chicken wing, grilled without sauce",265,23.13,0,"0","0",18.39,137,"12",0.542,0,18,"0.82",206,402,0,0,"57.75"
24164010,"Chicken wing, grilled with sauce",250,19.03,7.28,"5.94","0.2",15.49,112,"11",0.456,0.1,21,"0.78",210,568,0,0,"56.92"
24164200,"Chicken wing, sauteed",265,23.13,0,"0","0",18.39,137,"12",0.542,0,18,"0.82",206,402,0,0,"57.75"
24167200,"Chicken wing, fried, coated, from raw",289,19.39,5.96,"0.1","0.2",20.24,112,"11",0.438,0,22,"1.11",176,419,0,0,"53.5"
24167210,"Chicken wing, fried, coated, from pre-cooked",294,18.62,7.15,"0.12","0.3",20.59,107,"10",0.417,0,22,"1.16",170,461,0,0,"52.59"
24167220,"Chicken wing, fried, coated, from fast food",323,17.77,15,"0.1","0.3",21.28,94,"14",0.16,0,61,"1.29",221,843,0,0,"43.09"
24167230,"Chicken wing, fried, coated, from restaurant",323,17.77,15,"0.1","0.3",21.28,94,"14",0.16,0,61,"1.29",221,843,0,0,"43.09"
24167300,"Chicken wing, baked, coated",260,21.42,3.98,"0.07","0.2",16.87,125,"11",0.491,0,21,"1.03",193,417,0,0,"56.88"
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant",272,16.78,6.18,"2.26","0.1",20.2,102,"82",0.249,0.2,39,"0.79",213,842,0,0,"54.71"
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",276,16.95,13.13,"7.55","0.2",17.39,92,"18",0.169,0.1,44,"0.88",257,761,0,0,"50.53"
24168002,"Chicken ""wings"", plain, from fast food / restaurant",323,17.77,15,"0.1","0.3",21.28,94,"14",0.16,0,61,"1.29",221,843,0,0,"43.09"
24168010,"Chicken ""wings"" with hot sauce, from precooked",254,17.57,2.5,"2.47","0",19.48,107,"86",0.255,0.2,27,"0.76",221,741,0,0,"59.11"
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked",258,17.74,9.42,"7.76","0.2",16.67,97,"22",0.176,0.1,32,"0.84",265,660,0,0,"54.96"
24168012,"Chicken ""wings"", plain, from precooked",294,18.62,7.15,"0.12","0.3",20.59,107,"10",0.417,0,22,"1.16",170,461,0,0,"52.59"
24168020,"Chicken ""wings"" with hot sauce, from other sources",267,17.02,5.08,"2.32","0.1",19.98,104,"83",0.251,0.2,36,"0.78",215,812,0,0,"56.03"
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources",271,17.19,12.01,"7.62","0.2",17.17,93,"19",0.171,0.1,40,"0.87",259,731,0,0,"51.86"
24168022,"Chicken ""wings"", plain, from other sources",314,18.03,12.64,"0.11","0.3",21.07,98,"13",0.237,0,49,"1.25",206,729,0,0,"45.94"
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",282,12.36,20.03,"5.72","0.9",16.87,45,"22",0.149,0.6,17,"0.89",232,877,0,0,"47.84"
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources",232,11.39,19.98,"6.08","1.5",11.82,31,"24",0.291,0.5,38,"0.9",255,827,0,0,"54.03"
24170200,"Chicken, back",298,25.73,0,"0","0",20.8,87,"104",0.268,0,21,"1.41",208,409,0,0,"53.08"
24180200,"Chicken, neck or ribs",245,19.45,0,"0","0",17.95,69,"48",0.099,0,27,"2.28",107,374,0,0,"61.22"
24198340,"Chicken, tail",454,20.36,0,"0","0",40.68,83,"78",0.1,0,14,"1.51",136,65,0,0,"40.29"
24198440,Chicken skin,450,20.19,0,"0","0",40.34,82,"77",0.099,0,14,"1.5",135,387,0,0,"39.96"
24198500,Chicken feet,215,19.4,0.2,"0","0",14.6,84,"30",0.01,0,88,"0.91",31,67,0,0,"65.8"
24198570,"Chicken, canned, meat only",185,25.3,0.9,"0","0",8.1,50,"53",0.19,0,14,"1.3",153,482,0,0,"64.9"
24198670,"Chicken, chicken roll, roasted",164,26.68,0,"0","0",6.33,112,"8",0.246,0,15,"0.73",278,499,0,0,"65.76"
24198671,"Chicken patty, breaded",287,14.85,12.84,"0","0.3",19.58,43,"0",0.183,0,19,"0.95",261,532,0,0,"50.82"
24198677,"Chicken fillet, breaded",240,14.62,14.86,"0.57","1.7",13.58,36,"7",0.338,0.5,39,"0.84",281,527,0,0,"54.83"
24198683,"Chicken fillet, grilled",151,22.31,2.36,"0","0",5.81,68,"4",0.249,0,11,"0.37",226,450,0,0,"68.53"
24198720,"Chicken, ground",201,27.14,0,"0","0",10.31,92,"24",0.628,0,28,"1.51",292,400,0,0,"61.56"
24198729,"Chicken nuggets, NFS",307,15.92,14.93,"0.08","0.9",20.36,55,"5",0.148,0.6,11,"0.83",251,594,0,0,"46.53"
24198731,"Chicken nuggets, from fast food",307,15.92,14.93,"0.08","0.9",20.36,55,"5",0.148,0.6,11,"0.83",251,594,0,0,"46.53"
24198732,"Chicken nuggets, from restaurant",307,15.92,14.93,"0.08","0.9",20.36,55,"5",0.148,0.6,11,"0.83",251,594,0,0,"46.53"
24198735,"Chicken nuggets, from school lunch",270,15.67,22.86,"0.49","2.2",12.9,50,"16",0.309,0.6,32,"1.99",231,511,0,0,"46.53"
24198736,"Chicken nuggets, from frozen",298,13.36,17.88,"0.8","1.8",19.23,36,"18",0.233,0.4,52,"1.06",229,600,0,0,"47.07"
24198737,"Chicken nuggets, from other sources",304,15.15,15.81,"0.3","1.2",20.02,49,"9",0.174,0.5,23,"0.9",244,596,0,0,"46.69"
24198739,"Chicken tenders or strips, NFS",271,19.22,17.25,"0.4","1.2",13.95,48,"3",0.426,1.1,17,"0.73",373,769,0,0,"46.64"
24198741,"Chicken tenders or strips, breaded, from fast food",271,19.22,17.25,"0.4","1.2",13.95,48,"3",0.426,1.1,17,"0.73",373,769,0,0,"46.64"
24198742,"Chicken tenders or strips, breaded, from restaurant",283,18.82,16.9,"0.39","1.2",15.62,49,"3",0.417,1.1,17,"0.72",365,791,0,0,"45.68"
24198745,"Chicken tenders or strips, breaded, from school lunch",270,15.67,22.86,"0.49","2.2",12.9,50,"16",0.309,0.6,32,"1.99",231,511,0,0,"46.53"
24198746,"Chicken tenders or strips, breaded, from frozen",240,14.62,14.86,"0.57","1.7",13.58,36,"7",0.338,0.5,39,"0.84",281,527,0,0,"54.83"
24198747,"Chicken tenders or strips, breaded, from other sources",262,17.84,16.53,"0.45","1.4",13.84,44,"4",0.4,0.9,24,"0.76",345,696,0,0,"49.1"
24198840,"Fried chicken chunks, Puerto Rican style",350,21.12,20.84,"0.41","0.9",19.9,108,"24",0.334,4.8,16,"2.19",241,594,0,0,"36.41"
24201000,"Turkey, NFS",139,28.81,0,"0","0",2.06,76,"3",0.763,0,11,"0.65",247,467,0,0,"68.09"
24201020,"Turkey, light meat, skin not eaten",139,28.81,0,"0","0",2.06,76,"3",0.763,0,11,"0.65",247,467,0,0,"68.09"
24201030,"Turkey, light meat, skin eaten",169,28.28,0.03,"0","0",5.55,84,"10",0.724,0,12,"0.73",247,468,0,0,"65.03"
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",173,27.26,6.46,"0.56","0.4",3.69,68,"3",0.701,0,26,"1.02",241,197,0,0,"62.16"
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten",200,26.78,6.48,"0.56","0.4",6.84,76,"9",0.666,0,27,"1.09",241,198,0,0,"59.39"
24201120,"Turkey, light meat, roasted, skin not eaten",139,28.81,0,"0","0",2.06,76,"3",0.763,0,11,"0.65",247,467,0,0,"68.09"
24201130,"Turkey, light meat, roasted, skin eaten",169,28.28,0.03,"0","0",5.55,84,"10",0.724,0,12,"0.73",247,468,0,0,"65.03"
24201220,"Turkey, dark meat, roasted, skin not eaten",167,26.94,0,"0","0",5.98,119,"5",0.433,0,17,"1.3",225,458,0,0,"65.24"
24201230,"Turkey, dark meat, roasted, skin eaten",202,26.46,0.05,"0","0",10.16,125,"15",0.421,0,17,"1.31",227,461,0,0,"61.49"
24201320,"Turkey, light and dark meat, roasted, skin not eaten",151,27.99,0,"0","0",3.76,94,"4",0.619,0,14,"0.93",237,464,0,0,"66.86"
24201330,"Turkey, light and dark meat, roasted, skin eaten",183,27.48,0.04,"0","0",7.54,102,"12",0.59,0,15,"0.99",238,465,0,0,"63.51"
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",165,27.22,1.42,"0.11","0",5.06,95,"6",0.596,0,16,"1.01",235,274,0,0,"65.38"
24201370,"Turkey, light or dark meat, fried, coated, skin eaten",192,26.2,1.42,"0.11","0",8.51,100,"13",0.557,0,17,"1.04",231,270,0,0,"62.92"
24201410,"Turkey, light or dark meat, stewed, skin not eaten",158,31.18,0.19,"0.1","0",2.66,92,"12",0.898,0,16,"1.18",324,610,0,0,"64.92"
24201420,"Turkey light or dark meat, stewed, skin eaten",204,30.25,0.14,"0.07","0",8.52,98,"17",0.462,0,13,"0.96",174,576,0,0,"60.16"
24201510,"Turkey, light or dark meat, smoked, skin eaten",208,28.1,0,"0","0",9.7,82,"0",0.41,0,26,"1.79",280,996,0,0,"61.7"
24201520,"Turkey, light or dark meat, smoked, skin not eaten",162,29.3,0,"0","0",5,76,"0",0.46,0,25,"1.78",298,996,0,0,"64.9"
24202010,"Turkey, drumstick, cooked, skin not eaten",144,28.52,0,"0","0",3.38,88,"4",0.675,0,12,"0.82",240,455,0,0,"66.97"
24202020,"Turkey, drumstick, cooked, skin eaten",206,27.64,0,"0","0",9.74,84,"0",0.327,0,32,"2.28",278,399,0,0,"60.68"
24202060,"Turkey, drumstick, roasted, skin not eaten",144,28.52,0,"0","0",3.38,88,"4",0.675,0,12,"0.82",240,455,0,0,"66.97"
24202070,"Turkey, drumstick, roasted, skin eaten",203,26.86,0,"0","0",10.07,93,"5",0.356,0,27,"1.87",262,442,0,0,"61.18"
24202120,"Turkey, drumstick, smoked, skin eaten",200,27.9,0,"0","0",9.8,85,"0",0.33,0,32,"2.3",280,996,0,0,"61.2"
24202460,"Turkey, thigh, cooked, skin eaten",182,24.36,0.27,"0","0",9.26,112,"13",0.433,0,9,"1.34",256,457,0,0,"64.27"
24202500,"Turkey, thigh, cooked, skin not eaten",161,26.94,0,"0","0",5.98,119,"5",0.433,0,17,"1.3",225,458,0,0,"65.24"
